Age,Gender,Where_live,AVG_Sleep_Per_Night,Regular_Bed_time,Exam_Night_Bed_Time,Holiday_Bed_Time,Regular_WakeUp_Time,Holiday_WakeUp_Time,Have_Regular_Bed_Time,Daytime_Nap,Struggle_to_Sleep,Sleep_Condition,Electronic_Devices_Before_Bed,Consume_Caffeine_Night,Dinnar_Time,Smoke,Sleep_Affecting_Drugs,Daily_Academics_Time_Spend,Main_Reason_for_Insufficient_Sleep,Rate_Sleep_Quality,Class_Attendance,Sleepiness_During_Class,Skip_Class_for_Sleep,Focus_on_Academic_Task,Impact_of_Sleep_on_Academic,Current_CGPA5,CGPA3_Class,Aware_of_Recomamended_Sleep,Use_Sleep_Tracking_Devices,Sacrifices_Sleep_for_Academics
Above 25,Male,With family,7–8 hours,11–12 AM,12-1AM,12-1AM,<6AM,>8AM,Yes,Never,Often,OSA,Yes,No,>9PM,No,No,>4h,Social media,V.Good,Usually,Always,Yes,Always,S.Pos,3.5-3.74,3.5-4.0,Yes,Yes,No
21–25,Male,In mess,7–8 hours,12–1 AM,10-11PM,>1AM,>8AM,>8AM,No,1-2d,Sometimes,N/A,Yes,No,7-9PM,Yes,No,1-2h,Social media,V.Good,Usually,Always,Yes,Sometimes,S.Pos,3.75-4.0,3.5-4.0,No,Yes,Yes
Above 25,Female,In mess,7–8 hours,12–1 AM,12-1AM,12-1AM,6-8AM,6-8AM,Yes,Never,Rarely,N/A,Yes,No,7-9PM,No,No,3-4h,Social media,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,No,No,No
Above 25,Female,In mess,7–8 hours,12–1 AM,>1AM,12-1AM,6-8AM,>8AM,Yes,1-2d,Rarely,RLS,Yes,No,>9PM,No,No,3-4h,Noise,V.Good,Occasionally late,Often,No,Never,V.Pos,3.0-3.24,3.0-3.49,Yes,No,No
21–25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,1-2d,Often,PLMS,No,Yes,7-9PM,No,No,<1h,Social media,Good,Usually,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,Never,Often,N/A,No,Yes,>9PM,No,No,3-4h,Workload,Good,Occasionally late,Often,No,Sometimes,S.Neg,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In hostel,5–6 hours,12–1 AM,>1AM,11PM-12AM,6-8AM,>8AM,Yes,3-4d,Sometimes,OSA,No,Yes,>9PM,No,No,<1h,Entertainment,V.Good,Usually,Rarely,Yes,Always,S.Neg,<3.0,<3.0,Yes,No,No
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,12-1AM,<6AM,>8AM,No,1-2d,Sometimes,PLMS,Yes,Yes,7-9PM,No,No,>4h,Social media,V.Good,Occasionally late,Often,No,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,In hostel,More than 8 hours,12–1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Sometimes,N/A,Yes,No,>9PM,No,No,<1h,Social media,Avg,Usually,Rarely,Yes,Sometimes,S.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,12–1 AM,12-1AM,>1AM,6-8AM,>8AM,No,1-2d,Sometimes,N/A,Yes,No,7-9PM,No,No,<1h,Social media,V.Good,Usually,Often,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,Yes,No
16–21,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,3-4d,Often,N/A,No,Yes,7-9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Always,No,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In mess,More than 8 hours,12–1 AM,>1AM,12-1AM,6-8AM,>8AM,No,1-2d,Rarely,N/A,Yes,No,>9PM,No,No,<1h,Social media,V.Good,Usually,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In hostel,More than 8 hours,12–1 AM,>1AM,>1AM,<6AM,>8AM,No,3-4d,Sometimes,N/A,No,Yes,7-9PM,No,No,>4h,Workload,Good,Occasionally late,Rarely,Yes,Sometimes,S.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Male,In hostel,More than 8 hours,12–1 AM,12-1AM,12-1AM,6-8AM,>8AM,No,Never,Often,N/A,No,Yes,7-9PM,No,No,<1h,Social media,Good,Occasionally late,Often,Yes,Sometimes,S.Neg,3.5-3.74,3.5-4.0,Yes,No,No
21–25,Male,In mess,More than 8 hours,After 1 AM,12-1AM,>1AM,6-8AM,>8AM,No,3-4d,Always,N/A,Yes,No,>9PM,No,No,<1h,Social media,V.Good,Occasionally late,Often,Yes,Never,S.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,12–1 AM,12-1AM,12-1AM,<6AM,<6AM,Yes,≥5d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Workload,V.Good,Always,Always,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,No
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,Yes,7-9PM,No,No,3-4h,Workload,V.Good,Always,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,7-9PM,No,No,3-4h,Stress,Good,Usually,Always,Yes,Rarely,V.Pos,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21–25,Female,With family,7–8 hours,After 1 AM,11PM-12AM,>1AM,6-8AM,>8AM,No,1-2d,Often,Insomnia,Yes,No,>9PM,No,No,1-2h,Other,Good,Usually,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,No,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,<10PM,>1AM,6-8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Noise,V.Good,Always,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,<1h,Social media,V.Good,Occasionally late,Always,Yes,Never,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Workload,V.Good,Usually,Often,Yes,Sometimes,S.Pos,<3.0,<3.0,Yes,No,Yes
21–25,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,PLMS,No,No,>9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Always,Yes,Always,S.Pos,3.25-3.49,3.0-3.49,No,Yes,Yes
16–21,Female,In mess,7–8 hours,12–1 AM,>1AM,>1AM,>8AM,>8AM,No,≥5d,Always,PLMS,Yes,No,>9PM,No,No,<1h,Other,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In hostel,More than 8 hours,11–12 AM,>1AM,11PM-12AM,<6AM,>8AM,No,Never,Often,N/A,No,Yes,7-9PM,No,No,>4h,Social media,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
Above 25,Male,In hostel,7–8 hours,Before 10:00 PM,10-11PM,10-11PM,<6AM,6-8AM,Yes,1-2d,Always,N/A,No,Yes,7-9PM,No,No,1-2h,Job,V.Good,Usually,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21–25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Often,OSA,No,No,7-9PM,Yes,No,3-4h,Other,V.Good,Always,Always,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Male,In hostel,More than 8 hours,11–12 AM,<10PM,11PM-12AM,6-8AM,6-8AM,No,3-4d,Always,N/A,Yes,Yes,7-9PM,No,No,1-2h,Workload,V.Good,Always,Often,Yes,Always,S.Neg,3.5-3.74,3.5-4.0,Yes,No,No
Above 25,Female,In hostel,7–8 hours,11–12 AM,>1AM,<10PM,<6AM,6-8AM,Yes,1-2d,Never,N/A,Yes,No,>9PM,No,No,<1h,Other,V.Good,Occasionally late,Often,Yes,Sometimes,S.Neg,3.75-4.0,3.5-4.0,Yes,No,No
21–25,Female,In hostel,More than 8 hours,After 1 AM,12-1AM,>1AM,>8AM,>8AM,No,3-4d,Often,N/A,Yes,Yes,>9PM,Yes,No,1-2h,Social media,V.Good,Always,Always,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,6-8AM,6-8AM,No,Never,Always,N/A,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Always,Often,Yes,Rarely,S.Pos,3.25-3.49,3.0-3.49,No,No,No
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,12-1AM,6-8AM,>8AM,No,≥5d,Often,N/A,No,Yes,>9PM,No,No,1-2h,Other,V.Good,Occasionally late,Often,Yes,Never,V.Pos,3.25-3.49,3.0-3.49,No,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,10-11PM,>1AM,>8AM,>8AM,No,Never,Often,RLS,No,Yes,<7PM,No,Yes,1-2h,Noise,V.Good,Always,Often,Yes,Always,S.Neg,3.25-3.49,3.0-3.49,No,No,No
16–21,Male,With family,7–8 hours,After 1 AM,11PM-12AM,12-1AM,>8AM,>8AM,No,3-4d,Often,N/A,Yes,No,>9PM,No,No,<1h,Social media,V.Good,Usually,Often,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,No,No
16–21,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,Never,Often,N/A,Yes,No,7-9PM,No,No,>4h,Social media,V.Good,Always,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,With family,7–8 hours,11–12 AM,12-1AM,>1AM,6-8AM,>8AM,No,3-4d,Sometimes,RLS,Yes,Yes,>9PM,No,No,1-2h,Workload,V.Good,Always,Always,No,Rarely,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,1-2h,Social media,V.Good,Usually,Rarely,Yes,Sometimes,S.Neg,3.25-3.49,3.0-3.49,Yes,No,Yes
16–21,Male,In mess,7–8 hours,12–1 AM,>1AM,12-1AM,6-8AM,6-8AM,No,1-2d,Often,N/A,Yes,Yes,7-9PM,No,No,1-2h,Other,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,No,No,No
21–25,Female,In hostel,More than 8 hours,11–12 AM,12-1AM,12-1AM,6-8AM,6-8AM,Yes,3-4d,Always,Insomnia,Yes,No,7-9PM,No,Yes,1-2h,Social media,V.Good,Usually,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21–25,Male,In hostel,7–8 hours,12–1 AM,11PM-12AM,11PM-12AM,6-8AM,6-8AM,Yes,1-2d,Always,N/A,Yes,Yes,7-9PM,No,No,>4h,Social media,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
16–21,Female,In mess,7–8 hours,11–12 AM,11PM-12AM,12-1AM,<6AM,<6AM,Yes,≥5d,Often,N/A,No,Yes,7-9PM,No,No,<1h,Entertainment,Good,Occasionally late,Often,Yes,Always,S.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
16–21,Female,In mess,More than 8 hours,Before 10:00 PM,>1AM,12-1AM,>8AM,6-8AM,Yes,1-2d,Often,Insomnia,No,No,>9PM,Yes,Yes,>4h,Social media,V.Good,Usually,Often,Yes,Always,S.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21–25,Male,In hostel,More than 8 hours,12–1 AM,11PM-12AM,>1AM,>8AM,>8AM,Yes,1-2d,Often,OSA,Yes,Yes,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,No
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,6-8AM,6-8AM,No,Never,Always,N/A,No,No,>9PM,No,No,3-4h,Entertainment,V.Good,Occasionally late,Often,Yes,Always,S.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Sometimes,N/A,Yes,No,>9PM,No,No,1-2h,Other,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
16–21,Female,In hostel,More than 8 hours,11–12 AM,12-1AM,>1AM,6-8AM,6-8AM,Yes,1-2d,Often,N/A,Yes,No,<7PM,No,No,1-2h,Noise,V.Good,Always,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,No
21–25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,No,No,7-9PM,No,No,1-2h,Social media,Good,Usually,Often,Yes,Sometimes,S.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Social media,V.Good,Occasionally late,Often,Yes,Always,S.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,Yes,1-2d,Often,N/A,No,Yes,>9PM,Yes,Yes,>4h,Social media,V.Good,Usually,Often,Yes,Rarely,S.Pos,3.0-3.24,3.0-3.49,Yes,Yes,No
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,Never,Often,N/A,Yes,Yes,7-9PM,Yes,No,1-2h,Stress,Good,Usually,Often,Yes,Always,S.Pos,3.5-3.74,3.5-4.0,No,No,No
16–21,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,Never,Sometimes,N/A,No,Yes,7-9PM,No,No,>4h,Other,V.Good,Usually,Often,Yes,Rarely,V.Pos,3.0-3.24,3.0-3.49,Yes,No,No
21–25,Male,In hostel,7–8 hours,After 1 AM,12-1AM,>1AM,>8AM,>8AM,No,≥5d,Always,Insomnia,Yes,No,>9PM,No,No,3-4h,Entertainment,V.Good,Usually,Often,Yes,Always,S.Pos,3.0-3.24,3.0-3.49,Yes,Yes,No
16–21,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,3-4d,Always,OSA,No,Yes,>9PM,No,No,1-2h,Stress,V.Good,Occasionally late,Always,Yes,Always,S.Pos,3.5-3.74,3.5-4.0,Yes,No,No
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Sometimes,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Never,Yes,Rarely,S.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
Above 25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,3-4d,Always,N/A,Yes,No,>9PM,Yes,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Rarely,S.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
Above 25,Female,With family,7–8 hours,12–1 AM,12-1AM,12-1AM,6-8AM,6-8AM,Yes,3-4d,Always,Insomnia,Yes,No,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,No
16–21,Female,In hostel,7–8 hours,11–12 AM,11PM-12AM,11PM-12AM,>8AM,>8AM,Yes,1-2d,Sometimes,PLMS,No,No,>9PM,No,No,<1h,Entertainment,V.Good,Occasionally late,Always,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Female,With family,7–8 hours,After 1 AM,12-1AM,>1AM,>8AM,>8AM,No,Never,Always,N/A,No,No,7-9PM,No,No,1-2h,Workload,V.Good,Usually,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,No
16–21,Male,In mess,7–8 hours,12–1 AM,12-1AM,12-1AM,6-8AM,6-8AM,Yes,3-4d,Often,RLS,Yes,Yes,>9PM,No,No,1-2h,Social media,V.Good,Always,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,No
21–25,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,6-8AM,No,1-2d,Always,OSA,No,Yes,>9PM,No,No,>4h,Other,V.Good,Occasionally late,Often,Yes,Sometimes,S.Neg,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,≥5d,Often,Insomnia,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Always,Always,Yes,Always,S.Pos,3.25-3.49,3.0-3.49,Yes,No,No
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Often,Insomnia,Yes,Yes,>9PM,No,No,>4h,Job,V.Good,Always,Often,Yes,Always,S.Pos,3.0-3.24,3.0-3.49,Yes,Yes,Yes
Above 25,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,Never,Often,N/A,Yes,Yes,>9PM,Yes,No,1-2h,Noise,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,No
16–21,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,Never,Always,N/A,Yes,No,>9PM,Yes,No,3-4h,Social media,V.Good,Usually,Often,No,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,Yes,No,1-2h,Stress,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,No,No,No
21–25,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Often,N/A,Yes,No,7-9PM,No,No,3-4h,Stress,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
Above 25,Female,In hostel,More than 8 hours,11–12 AM,12-1AM,12-1AM,6-8AM,6-8AM,Yes,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Other,V.Good,Occasionally late,Often,Yes,Sometimes,S.Pos,<3.0,<3.0,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,12–1 AM,12-1AM,11PM-12AM,6-8AM,>8AM,No,1-2d,Always,N/A,No,No,>9PM,No,No,3-4h,Workload,V.Good,Always,Always,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,6-8AM,6-8AM,Yes,Never,Sometimes,N/A,Yes,No,>9PM,No,No,1-2h,Social media,V.Good,Always,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,No,No,Yes
21–25,Female,With family,7–8 hours,12–1 AM,>1AM,11PM-12AM,<6AM,>8AM,No,3-4d,Often,Insomnia,Yes,No,7-9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Always,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,7–8 hours,12–1 AM,>1AM,10-11PM,6-8AM,>8AM,No,Never,Often,N/A,Yes,No,>9PM,No,No,3-4h,Workload,V.Good,Always,Often,Yes,Rarely,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,≥5d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Noise,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,No,No
21–25,Female,In hostel,7–8 hours,10–11 PM,10-11PM,10-11PM,<6AM,<6AM,Yes,1-2d,Always,N/A,No,Yes,7-9PM,No,No,3-4h,Stress,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,Yes,No
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,<6AM,<6AM,Yes,3-4d,Always,N/A,Yes,Yes,>9PM,No,No,>4h,Entertainment,V.Good,Always,Always,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,12-1AM,>1AM,>8AM,>8AM,No,Never,Always,N/A,Yes,No,7-9PM,Yes,Yes,1-2h,Entertainment,V.Good,Occasionally late,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,No
21–25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Workload,V.Good,Always,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,No,No,Yes
16–21,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Always,N/A,Yes,No,>9PM,No,No,3-4h,Workload,V.Good,Always,Always,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,Yes,Never,Often,Insomnia,Yes,Yes,>9PM,Yes,Yes,1-2h,Workload,V.Good,Occasionally late,Always,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Other,V.Good,Always,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,Yes,Yes
16–21,Female,In mess,More than 8 hours,12–1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Always,N/A,Yes,Yes,>9PM,Yes,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
16–21,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,Yes,1-2d,Always,N/A,Yes,No,7-9PM,No,No,1-2h,Stress,V.Good,Always,Often,Yes,Rarely,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
Above 25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,≥5d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Male,In mess,More than 8 hours,12–1 AM,>1AM,>1AM,6-8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,Yes,Yes,1-2h,Social media,V.Good,Always,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
16–21,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,≥5d,Always,Insomnia,Yes,No,>9PM,No,No,3-4h,Workload,V.Good,Always,Always,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,No
21–25,Female,In hostel,More than 8 hours,12–1 AM,12-1AM,12-1AM,>8AM,>8AM,No,1-2d,Always,OSA,Yes,No,7-9PM,No,No,1-2h,Stress,V.Good,Occasionally late,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21–25,Male,With family,More than 8 hours,12–1 AM,>1AM,>1AM,6-8AM,6-8AM,No,1-2d,Always,N/A,Yes,Yes,7-9PM,No,No,1-2h,Entertainment,V.Good,Always,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,No
16–21,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Workload,V.Good,Always,Always,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
Above 25,Female,In hostel,More than 8 hours,11–12 AM,12-1AM,12-1AM,6-8AM,>8AM,Yes,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Noise,V.Good,Always,Always,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
Above 25,Male,In hostel,7–8 hours,12–1 AM,11PM-12AM,11PM-12AM,6-8AM,>8AM,Yes,3-4d,Always,PLMS,Yes,No,7-9PM,Yes,No,>4h,Noise,V.Good,Occasionally late,Always,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Always,N/A,Yes,No,7-9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,Yes,No
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,≥5d,Often,Insomnia,Yes,No,>9PM,No,Yes,1-2h,Workload,V.Good,Always,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,No
21–25,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,3-4d,Always,N/A,Yes,Yes,7-9PM,Yes,No,1-2h,Stress,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,No
21–25,Male,In mess,More than 8 hours,12–1 AM,>1AM,>1AM,6-8AM,>8AM,No,3-4d,Never,N/A,Yes,No,>9PM,Yes,No,>4h,Workload,V.Good,Occasionally late,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,<6AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Noise,V.Good,Always,Always,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,No,No
21–25,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,OSA,Yes,Yes,>9PM,Yes,No,3-4h,Other,V.Good,Occasionally late,Always,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,12-1AM,>1AM,>8AM,>8AM,No,3-4d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,V.Good,Always,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,Yes,1-2d,Always,OSA,Yes,No,>9PM,Yes,No,3-4h,Workload,V.Good,Always,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,No,No,Yes
